dwell_time_min,cut,replicate,mutant,date,salt,hmgb1
2.6577777777777776,1,4,WT12rss,190411,Mg,80
3.1927777777777777,1,4,WT12rss,190411,Mg,80
2.4783333333333335,0,5,WT12rss,190411,Mg,80
1.9927777777777778,0,5,WT12rss,190411,Mg,80
4.258333333333334,1,5,WT12rss,190411,Mg,80
7.8261111111111115,0,5,WT12rss,190411,Mg,80
0.7583333333333333,0,5,WT12rss,190411,Mg,80
10.360555555555555,1,5,WT12rss,190411,Mg,80
4.2444444444444445,1,5,WT12rss,190411,Mg,80
16.732777777777777,1,7,WT12rss,190411,Mg,80
0.7955555555555556,0,7,WT12rss,190411,Mg,80
1.1072222222222223,1,7,WT12rss,190411,Mg,80
6.230555555555555,0,7,WT12rss,190411,Mg,80
1.4616666666666667,1,7,WT12rss,190411,Mg,80
0.885,0,7,WT12rss,190411,Mg,80
41.08166666666666,1,7,WT12rss,190411,Mg,80
1.6444444444444444,1,7,WT12rss,190411,Mg,80
7.477777777777778,0,8,WT12rss,190411,Mg,80
0.9844444444444445,1,8,WT12rss,190411,Mg,80
2.425,1,8,WT12rss,190411,Mg,80
4.373333333333333,0,9,WT12rss,190411,Mg,80
